id,DayOfWeek,Date,Sales,Customers,Open,Promo,SchoolHoliday,High_Var,Luxury
1,3,2/20/13,5660,684,1,1,0,0,1
1,4,2/21/13,5261,629,1,1,0,0,1
1,5,2/22/13,5000,599,1,1,0,0,1
1,6,2/23/13,5237,650,1,0,0,0,1
1,7,2/24/13,0,0,0,0,0,0,1
1,1,2/25/13,4038,534,1,0,0,0,1
1,2,2/26/13,3794,525,1,0,0,0,1
1,3,2/27/13,4558,579,1,0,0,0,1
1,4,2/28/13,4676,581,1,0,0,0,1
1,5,3/1/13,4611,584,1,0,0,0,1
1,6,3/2/13,5350,678,1,0,0,0,1
1,7,3/3/13,0,0,0,0,0,0,1
1,1,3/4/13,7675,840,1,1,0,0,1
1,2,3/5/13,6300,715,1,1,0,0,1
1,3,3/6/13,5973,678,1,1,0,0,1
1,4,3/7/13,5637,702,1,1,0,0,1
1,5,3/8/13,5853,694,1,1,0,0,1
1,6,3/9/13,5578,734,1,0,0,0,1
1,7,3/10/13,0,0,0,0,0,0,1
1,1,3/11/13,4949,618,1,0,0,0,1
1,2,3/12/13,3853,491,1,0,0,0,1
1,3,3/13/13,4341,622,1,0,0,0,1
1,4,3/14/13,5108,660,1,0,0,0,1
1,5,3/15/13,4925,677,1,0,0,0,1
1,6,3/16/13,5003,680,1,0,0,0,1
1,7,3/17/13,0,0,0,0,0,0,1
1,1,3/18/13,7072,778,1,1,0,0,1
1,2,3/19/13,6563,719,1,1,0,0,1
1,3,3/20/13,5598,688,1,1,0,0,1
1,4,3/21/13,5179,662,1,1,0,0,1
1,5,3/22/13,5506,694,1,1,0,0,1
1,6,3/23/13,5603,682,1,0,0,0,1
1,7,3/24/13,0,0,0,0,0,0,1
1,1,3/25/13,6729,777,1,1,1,0,1
1,2,3/26/13,6686,747,1,1,1,0,1
1,3,3/27/13,6660,779,1,1,1,0,1
1,4,3/28/13,7285,902,1,1,1,0,1
1,5,3/29/13,0,0,0,1,1,0,1
1,6,3/30/13,7132,773,1,0,0,0,1
1,7,3/31/13,0,0,0,0,0,0,1
1,1,4/1/13,0,0,0,0,1,0,1
1,2,4/2/13,5484,629,1,0,1,0,1
1,3,4/3/13,4625,594,1,0,1,0,1
1,4,4/4/13,4293,566,1,0,1,0,1
1,5,4/5/13,4390,571,1,0,1,0,1
1,6,4/6/13,5075,657,1,0,0,0,1
1,7,4/7/13,0,0,0,0,0,0,1
1,1,4/8/13,6046,695,1,1,0,0,1
1,2,4/9/13,5514,594,1,1,0,0,1
1,3,4/10/13,4903,575,1,1,0,0,1
1,4,4/11/13,4366,541,1,1,0,0,1
1,5,4/12/13,5263,614,1,1,0,0,1
1,6,4/13/13,4773,608,1,0,0,0,1
1,7,4/14/13,0,0,0,0,0,0,1
1,1,4/15/13,3941,526,1,0,0,0,1
1,2,4/16/13,3357,453,1,0,0,0,1
1,3,4/17/13,3649,500,1,0,0,0,1
1,4,4/18/13,2952,432,1,0,0,0,1
1,5,4/19/13,4303,526,1,0,0,0,1
1,6,4/20/13,4350,546,1,0,0,0,1
1,7,4/21/13,0,0,0,0,0,0,1
1,1,4/22/13,5672,623,1,1,0,0,1
1,2,4/23/13,4492,560,1,1,0,0,1
1,3,4/24/13,4309,512,1,1,0,0,1
1,4,4/25/13,3939,532,1,1,0,0,1
1,5,4/26/13,4841,572,1,1,0,0,1
1,6,4/27/13,5726,650,1,0,0,0,1
1,7,4/28/13,0,0,0,0,0,0,1
1,1,4/29/13,5821,641,1,1,0,0,1
1,2,4/30/13,5925,665,1,1,0,0,1
1,3,5/1/13,0,0,0,1,0,0,1
1,4,5/2/13,6486,677,1,1,0,0,1
1,5,5/3/13,6027,658,1,1,0,0,1
1,6,5/4/13,5912,813,1,0,0,0,1
1,7,5/5/13,0,0,0,0,0,0,1
1,1,5/6/13,4568,562,1,0,0,0,1
1,2,5/7/13,4624,540,1,0,0,0,1
1,3,5/8/13,5230,631,1,0,0,0,1
1,4,5/9/13,0,0,0,0,0,0,1
1,5,5/10/13,5409,644,1,0,0,0,1
1,6,5/11/13,5064,640,1,0,0,0,1
1,7,5/12/13,0,0,0,0,0,0,1
1,1,5/13/13,6106,660,1,1,0,0,1
1,2,5/14/13,5083,574,1,1,0,0,1
1,3,5/15/13,4790,576,1,1,0,0,1
1,4,5/16/13,4448,544,1,1,0,0,1
1,5,5/17/13,4856,597,1,1,0,0,1
1,6,5/18/13,4413,535,1,0,0,0,1
1,7,5/19/13,0,0,0,0,0,0,1
1,1,5/20/13,0,0,0,0,0,0,1
1,2,5/21/13,4789,602,1,0,0,0,1
1,3,5/22/13,3559,507,1,0,0,0,1
1,4,5/23/13,4030,536,1,0,0,0,1
1,5,5/24/13,4232,534,1,0,0,0,1
1,6,5/25/13,4408,538,1,0,0,0,1
1,7,5/26/13,0,0,0,0,0,0,1
1,1,5/27/13,5519,606,1,1,0,0,1
1,2,5/28/13,4995,555,1,1,0,0,1
1,3,5/29/13,5784,641,1,1,0,0,1
1,4,5/30/13,0,0,0,1,0,0,1
1,5,5/31/13,7893,795,1,1,0,0,1
1,6,6/1/13,5693,662,1,0,0,0,1
1,7,6/2/13,0,0,0,0,0,0,1
1,1,6/3/13,5422,619,1,1,0,0,1
1,2,6/4/13,5220,558,1,1,0,0,1
1,3,6/5/13,5012,575,1,1,0,0,1
1,4,6/6/13,4881,555,1,1,0,0,1
1,5,6/7/13,4315,541,1,1,0,0,1
1,6,6/8/13,4262,511,1,0,0,0,1
1,7,6/9/13,0,0,0,0,0,0,1
1,1,6/10/13,4291,531,1,0,0,0,1
1,2,6/11/13,3784,500,1,0,0,0,1
1,3,6/12/13,3563,476,1,0,0,0,1
1,4,6/13/13,3661,461,1,0,0,0,1
1,5,6/14/13,4150,529,1,0,0,0,1
1,6,6/15/13,4766,567,1,0,0,0,1
1,7,6/16/13,0,0,0,0,0,0,1
1,1,6/17/13,5337,585,1,1,0,0,1
1,2,6/18/13,4633,554,1,1,0,0,1
1,3,6/19/13,4180,517,1,1,0,0,1
1,4,6/20/13,5011,539,1,1,0,0,1
1,5,6/21/13,5173,542,1,1,0,0,1
1,6,6/22/13,4341,512,1,0,0,0,1
1,7,6/23/13,0,0,0,0,0,0,1
1,1,6/24/13,3549,494,1,0,0,0,1
1,2,6/25/13,4536,528,1,0,0,0,1
1,3,6/26/13,3827,508,1,0,0,0,1
1,4,6/27/13,3593,464,1,0,0,0,1
1,5,6/28/13,4407,568,1,0,0,0,1
1,6,6/29/13,5804,671,1,0,0,0,1
1,7,6/30/13,0,0,0,0,0,0,1
1,1,7/1/13,5614,614,1,1,0,0,1
1,2,7/2/13,5868,614,1,1,0,0,1
1,3,7/3/13,5875,634,1,1,0,0,1
1,4,7/4/13,5701,634,1,1,0,0,1
1,5,7/5/13,4986,603,1,1,0,0,1
1,6,7/6/13,4090,498,1,0,1,0,1
1,7,7/7/13,0,0,0,0,1,0,1
1,1,7/8/13,4475,523,1,0,1,0,1
1,2,7/9/13,4047,503,1,0,1,0,1
1,3,7/10/13,3963,496,1,0,1,0,1
1,4,7/11/13,4053,486,1,0,1,0,1
1,5,7/12/13,4134,514,1,0,1,0,1
1,6,7/13/13,4015,490,1,0,1,0,1
1,7,7/14/13,0,0,0,0,1,0,1
1,1,7/15/13,6377,657,1,1,1,0,1
1,2,7/16/13,5643,582,1,1,1,0,1
1,3,7/17/13,4946,544,1,1,1,0,1
1,4,7/18/13,4904,533,1,1,1,0,1
1,5,7/19/13,4275,495,1,1,1,0,1
1,6,7/20/13,4421,544,1,0,1,0,1
1,7,7/21/13,0,0,0,0,1,0,1
1,1,7/22/13,4149,493,1,0,1,0,1
1,2,7/23/13,3937,497,1,0,1,0,1
1,3,7/24/13,3849,453,1,0,1,0,1
1,4,7/25/13,3502,451,1,0,1,0,1
1,5,7/26/13,4221,516,1,0,1,0,1
1,6,7/27/13,3352,456,1,0,1,0,1
1,7,7/28/13,0,0,0,0,1,0,1
1,1,7/29/13,6290,630,1,1,1,0,1
1,2,7/30/13,5773,630,1,1,1,0,1
1,3,7/31/13,5572,624,1,1,1,0,1
1,4,8/1/13,4994,555,1,1,1,0,1
1,5,8/2/13,4494,562,1,1,1,0,1
1,6,8/3/13,4461,553,1,0,1,0,1
1,7,8/4/13,0,0,0,0,1,0,1
1,1,8/5/13,4086,522,1,0,1,0,1
1,2,8/6/13,3582,477,1,0,1,0,1
1,3,8/7/13,4143,512,1,0,1,0,1
1,4,8/8/13,3680,466,1,0,1,0,1
1,5,8/9/13,3257,418,1,0,1,0,1
1,6,8/10/13,3768,457,1,0,1,0,1
1,7,8/11/13,0,0,0,0,1,0,1
1,1,8/12/13,5326,600,1,1,1,0,1
1,2,8/13/13,5299,573,1,1,1,0,1
1,3,8/14/13,4724,574,1,1,1,0,1
1,4,8/15/13,4575,538,1,1,1,0,1
1,5,8/16/13,4552,527,1,1,1,0,1
1,6,8/17/13,4078,503,1,0,0,0,1
1,7,8/18/13,0,0,0,0,0,0,1
1,1,8/19/13,3954,513,1,0,0,0,1
1,2,8/20/13,3492,475,1,0,0,0,1
1,3,8/21/13,3096,441,1,0,0,0,1
1,4,8/22/13,3703,498,1,0,0,0,1
1,5,8/23/13,3493,445,1,0,0,0,1
1,6,8/24/13,4752,601,1,0,0,0,1
1,7,8/25/13,0,0,0,0,0,0,1
1,1,8/26/13,5482,613,1,1,0,0,1
1,2,8/27/13,5156,556,1,1,0,0,1
1,3,8/28/13,4583,507,1,1,0,0,1
1,4,8/29/13,4804,534,1,1,0,0,1
1,5,8/30/13,5469,612,1,1,0,0,1
1,6,8/31/13,5317,598,1,0,0,0,1
1,7,9/1/13,0,0,0,0,0,0,1
1,1,9/2/13,4195,496,1,0,0,0,1
1,2,9/3/13,3928,507,1,0,0,0,1
1,3,9/4/13,3343,444,1,0,0,0,1
1,4,9/5/13,3883,465,1,0,0,0,1
1,5,9/6/13,3836,466,1,0,0,0,1
1,6,9/7/13,4663,555,1,0,0,0,1
1,7,9/8/13,0,0,0,0,0,0,1
1,1,9/9/13,5893,601,1,1,0,0,1
1,2,9/10/13,5403,599,1,1,0,0,1
1,3,9/11/13,5103,580,1,1,0,0,1
1,4,9/12/13,5079,586,1,1,0,0,1
1,5,9/13/13,5187,559,1,1,0,0,1
1,6,9/14/13,4663,619,1,0,0,0,1
1,7,9/15/13,0,0,0,0,0,0,1
1,1,9/16/13,4249,568,1,0,0,0,1
1,2,9/17/13,3685,502,1,0,0,0,1
1,3,9/18/13,3946,507,1,0,0,0,1
1,4,9/19/13,3717,469,1,0,0,0,1
1,5,9/20/13,3516,494,1,0,0,0,1
1,6,9/21/13,3909,522,1,0,0,0,1
1,7,9/22/13,0,0,0,0,0,0,1
1,1,9/23/13,4770,542,1,1,0,0,1
1,2,9/24/13,4274,492,1,1,0,0,1
1,3,9/25/13,4212,500,1,1,0,0,1
1,4,9/26/13,4481,537,1,1,0,0,1
1,5,9/27/13,4669,548,1,1,0,0,1
1,6,9/28/13,4175,538,1,0,0,0,1
1,7,9/29/13,0,0,0,0,0,0,1
1,1,9/30/13,4088,516,1,0,0,0,1
1,2,10/1/13,4178,508,1,0,0,0,1
1,3,10/2/13,4001,509,1,0,0,0,1
1,4,10/3/13,0,0,0,0,0,0,1
1,5,10/4/13,5447,619,1,0,0,0,1
1,6,10/5/13,5352,662,1,0,0,0,1
1,7,10/6/13,0,0,0,0,0,0,1
1,1,10/7/13,6004,626,1,1,0,0,1
1,2,10/8/13,5452,592,1,1,0,0,1
1,3,10/9/13,4957,596,1,1,0,0,1
1,4,10/10/13,5286,596,1,1,0,0,1
1,5,10/11/13,5896,670,1,1,0,0,1
1,6,10/12/13,4954,608,1,0,0,0,1
1,7,10/13/13,0,0,0,0,0,0,1
1,1,10/14/13,3773,478,1,0,1,0,1
1,2,10/15/13,3355,457,1,0,1,0,1
1,3,10/16/13,3383,452,1,0,1,0,1
1,4,10/17/13,3223,446,1,0,1,0,1
1,5,10/18/13,3566,490,1,0,1,0,1
1,6,10/19/13,3667,479,1,0,1,0,1
1,7,10/20/13,0,0,0,0,1,0,1
1,1,10/21/13,5055,571,1,1,1,0,1
1,2,10/22/13,4068,504,1,1,1,0,1
1,3,10/23/13,4612,505,1,1,1,0,1
1,4,10/24/13,4044,498,1,1,1,0,1
1,5,10/25/13,4573,576,1,1,1,0,1
1,6,10/26/13,4347,535,1,0,0,0,1
1,7,10/27/13,0,0,0,0,0,0,1
1,1,10/28/13,3557,494,1,0,0,0,1
1,2,10/29/13,3737,479,1,0,0,0,1
1,3,10/30/13,4119,496,1,0,0,0,1
1,4,10/31/13,4035,514,1,0,0,0,1
1,5,11/1/13,5471,707,1,0,0,0,1
1,6,11/2/13,5233,653,1,0,0,0,1
1,7,11/3/13,0,0,0,0,0,0,1
1,1,11/4/13,5861,620,1,1,0,0,1
1,2,11/5/13,5348,628,1,1,0,0,1
1,3,11/6/13,5572,611,1,1,0,0,1
1,4,11/7/13,5009,575,1,1,0,0,1
1,5,11/8/13,5242,583,1,1,0,0,1
1,6,11/9/13,4681,582,1,0,0,0,1
1,7,11/10/13,0,0,0,0,0,0,1
1,1,11/11/13,4014,519,1,0,0,0,1
1,2,11/12/13,4017,507,1,0,0,0,1
1,3,11/13/13,3310,464,1,0,0,0,1
1,4,11/14/13,3795,502,1,0,0,0,1
1,5,11/15/13,4016,504,1,0,0,0,1
1,6,11/16/13,5071,616,1,0,0,0,1
1,7,11/17/13,0,0,0,0,0,0,1
1,1,11/18/13,5927,681,1,1,0,0,1
1,2,11/19/13,5143,583,1,1,0,0,1
1,3,11/20/13,4936,586,1,1,0,0,1
1,4,11/21/13,4623,545,1,1,0,0,1
1,5,11/22/13,5058,581,1,1,0,0,1
1,6,11/23/13,5297,614,1,0,0,0,1
1,7,11/24/13,0,0,0,0,0,0,1
1,1,11/25/13,4600,575,1,0,0,0,1
1,2,11/26/13,4201,524,1,0,0,0,1
1,3,11/27/13,4561,530,1,0,0,0,1
1,4,11/28/13,4614,585,1,0,0,0,1
1,5,11/29/13,5623,665,1,0,0,0,1
1,6,11/30/13,6373,730,1,0,0,0,1
1,7,12/1/13,0,0,0,0,0,0,1
1,1,12/2/13,6943,754,1,1,0,0,1
1,2,12/3/13,6293,658,1,1,0,0,1
1,3,12/4/13,5688,627,1,1,0,0,1
1,4,12/5/13,5691,685,1,1,0,0,1
1,5,12/6/13,6112,673,1,1,0,0,1
1,6,12/7/13,5799,723,1,0,0,0,1
1,7,12/8/13,0,0,0,0,0,0,1
1,1,12/9/13,4462,576,1,0,0,0,1
1,2,12/10/13,4228,581,1,0,0,0,1
1,3,12/11/13,4301,543,1,0,0,0,1
1,4,12/12/13,4074,558,1,0,0,0,1
1,5,12/13/13,4703,594,1,0,0,0,1
1,6,12/14/13,6119,743,1,0,0,0,1
1,7,12/15/13,0,0,0,0,0,0,1
1,1,12/16/13,8277,825,1,1,0,0,1
1,2,12/17/13,7356,808,1,1,0,0,1
1,3,12/18/13,7821,828,1,1,0,0,1
1,4,12/19/13,6788,782,1,1,0,0,1
1,5,12/20/13,8414,895,1,1,0,0,1
1,6,12/21/13,8043,927,1,0,0,0,1
1,7,12/22/13,0,0,0,0,0,0,1
1,1,12/23/13,9528,1130,1,0,1,0,1
1,2,12/24/13,3204,385,1,0,1,0,1
1,3,12/25/13,0,0,0,0,1,0,1
1,4,12/26/13,0,0,0,0,1,0,1
1,5,12/27/13,6110,737,1,0,1,0,1
1,6,12/28/13,5659,716,1,0,1,0,1
1,7,12/29/13,0,0,0,0,1,0,1
1,1,12/30/13,7193,796,1,0,1,0,1
1,2,12/31/13,2362,298,1,0,1,0,1
1,3,1/1/14,0,0,0,0,1,0,1
1,4,1/2/14,4969,618,1,0,1,0,1
1,5,1/3/14,4190,552,1,0,1,0,1
1,6,1/4/14,5173,660,1,0,1,0,1
1,7,1/5/14,0,0,0,0,1,0,1
1,1,1/6/14,6194,649,1,1,1,0,1
1,2,1/7/14,5539,607,1,1,1,0,1
1,3,1/8/14,4931,589,1,1,1,0,1
1,4,1/9/14,4396,539,1,1,1,0,1
1,5,1/10/14,4486,559,1,1,1,0,1
1,6,1/11/14,4454,569,1,0,0,0,1
1,7,1/12/14,0,0,0,0,0,0,1
1,1,1/13/14,3994,545,1,0,0,0,1
1,2,1/14/14,3621,464,1,0,0,0,1
1,3,1/15/14,3776,486,1,0,0,0,1
1,4,1/16/14,3632,477,1,0,0,0,1
1,5,1/17/14,3803,479,1,0,0,0,1
1,6,1/18/14,5128,630,1,0,0,0,1
1,7,1/19/14,0,0,0,0,0,0,1
1,1,1/20/14,6148,653,1,1,0,0,1
1,2,1/21/14,5151,551,1,1,0,0,1
1,3,1/22/14,4562,549,1,1,0,0,1
1,4,1/23/14,4597,525,1,1,0,0,1
1,5,1/24/14,5098,587,1,1,0,0,1
1,6,1/25/14,4546,561,1,0,0,0,1
1,7,1/26/14,0,0,0,0,0,0,1
1,1,1/27/14,3601,517,1,0,0,0,1
1,2,1/28/14,3581,453,1,0,0,0,1
1,3,1/29/14,3789,491,1,0,0,0,1
1,4,1/30/14,4549,543,1,0,0,0,1
1,5,1/31/14,4906,589,1,0,0,0,1
1,6,2/1/14,5292,667,1,0,0,0,1
1,7,2/2/14,0,0,0,0,0,0,1
1,1,2/3/14,5839,638,1,1,0,0,1
1,2,2/4/14,5540,602,1,1,0,0,1
1,3,2/5/14,5031,581,1,1,0,0,1
1,4,2/6/14,4823,557,1,1,0,0,1
1,5,2/7/14,5596,636,1,1,0,0,1
1,6,2/8/14,4726,620,1,0,0,0,1
1,7,2/9/14,0,0,0,0,0,0,1
1,1,2/10/14,3591,502,1,0,0,0,1
1,2,2/11/14,3461,481,1,0,0,0,1
1,3,2/12/14,3662,508,1,0,0,0,1
1,4,2/13/14,3638,517,1,0,0,0,1
1,5,2/14/14,4647,591,1,0,0,0,1
1,6,2/15/14,5258,655,1,0,0,0,1
1,7,2/16/14,0,0,0,0,0,0,1
1,1,2/17/14,5393,606,1,1,0,0,1
1,2,2/18/14,4602,556,1,1,0,0,1
1,3,2/19/14,4935,547,1,1,0,0,1
1,4,2/20/14,4563,559,1,1,0,0,1
1,5,2/21/14,4727,550,1,1,0,0,1
1,6,2/22/14,4820,623,1,0,0,0,1
1,7,2/23/14,0,0,0,0,0,0,1
1,1,2/24/14,3826,481,1,0,0,0,1
1,2,2/25/14,3499,470,1,0,0,0,1
1,3,2/26/14,4108,491,1,0,0,0,1
1,4,2/27/14,3826,519,1,0,0,0,1
1,5,2/28/14,5031,603,1,0,0,0,1
1,6,3/1/14,5307,655,1,0,0,0,1
1,7,3/2/14,0,0,0,0,0,0,1
1,1,3/3/14,6198,616,1,1,0,0,1
1,2,3/4/14,5397,619,1,1,0,0,1
1,3,3/5/14,4916,592,1,1,0,0,1
1,4,3/6/14,4585,542,1,1,0,0,1
1,5,3/7/14,5340,588,1,1,0,0,1
1,6,3/8/14,4400,550,1,0,0,0,1
1,7,3/9/14,0,0,0,0,0,0,1
1,1,3/10/14,3573,469,1,0,0,0,1
1,2,3/11/14,3588,476,1,0,0,0,1
1,3,3/12/14,3805,499,1,0,0,0,1
1,4,3/13/14,3224,450,1,0,0,0,1
1,5,3/14/14,3883,502,1,0,0,0,1
1,6,3/15/14,5042,630,1,0,0,0,1
1,7,3/16/14,0,0,0,0,0,0,1
1,1,3/17/14,5563,628,1,1,0,0,1
1,2,3/18/14,5200,635,1,1,0,0,1
1,3,3/19/14,4036,496,1,1,0,0,1
1,4,3/20/14,4023,485,1,1,0,0,1
1,5,3/21/14,4510,542,1,1,0,0,1
1,6,3/22/14,5241,628,1,0,0,0,1
1,7,3/23/14,0,0,0,0,0,0,1
1,1,3/24/14,3850,511,1,0,0,0,1
1,2,3/25/14,3136,448,1,0,0,0,1
1,3,3/26/14,3225,443,1,0,0,0,1
1,4,3/27/14,3847,512,1,0,0,0,1
1,5,3/28/14,3987,471,1,0,0,0,1
1,6,3/29/14,4583,548,1,0,0,0,1
1,7,3/30/14,0,0,0,0,0,0,1
1,1,3/31/14,6008,640,1,1,0,0,1
1,2,4/1/14,5407,583,1,1,0,0,1
1,3,4/2/14,4834,539,1,1,0,0,1
1,4,4/3/14,4556,526,1,1,0,0,1
1,5,4/4/14,4738,552,1,1,0,0,1
1,6,4/5/14,4599,571,1,0,0,0,1
1,7,4/6/14,0,0,0,0,0,0,1
1,1,4/7/14,3751,497,1,0,0,0,1
1,2,4/8/14,3990,496,1,0,0,0,1
1,3,4/9/14,3919,528,1,0,0,0,1
1,4,4/10/14,3948,501,1,0,0,0,1
1,5,4/11/14,3733,507,1,0,0,0,1
1,6,4/12/14,4435,570,1,0,0,0,1
1,7,4/13/14,0,0,0,0,0,0,1
1,1,4/14/14,6803,693,1,1,1,0,1
1,2,4/15/14,6196,672,1,1,1,0,1
1,3,4/16/14,6381,662,1,1,1,0,1
1,4,4/17/14,6160,703,1,1,1,0,1
1,5,4/18/14,0,0,0,1,1,0,1
1,6,4/19/14,5871,642,1,0,1,0,1
1,7,4/20/14,0,0,0,0,1,0,1
1,1,4/21/14,0,0,0,0,1,0,1
1,2,4/22/14,4133,563,1,0,1,0,1
1,3,4/23/14,3482,434,1,0,1,0,1
1,4,4/24/14,3376,461,1,0,1,0,1
1,5,4/25/14,3710,468,1,0,1,0,1
1,6,4/26/14,3989,535,1,0,0,0,1
1,7,4/27/14,0,0,0,0,0,0,1
1,1,4/28/14,5488,607,1,1,0,0,1
1,2,4/29/14,5923,628,1,1,0,0,1
1,3,4/30/14,5870,624,1,1,0,0,1
1,4,5/1/14,0,0,0,1,0,0,1
1,5,5/2/14,6790,732,1,1,0,0,1
1,6,5/3/14,5498,633,1,0,0,0,1
1,7,5/4/14,0,0,0,0,0,0,1
1,1,5/5/14,5325,615,1,1,0,0,1
1,2,5/6/14,5055,585,1,1,0,0,1
1,3,5/7/14,5075,604,1,1,0,0,1
1,4,5/8/14,5222,614,1,1,0,0,1
1,5,5/9/14,5237,622,1,1,0,0,1
1,6,5/10/14,5996,710,1,0,0,0,1
1,7,5/11/14,0,0,0,0,0,0,1
1,1,5/12/14,3957,555,1,0,0,0,1
1,2,5/13/14,3535,449,1,0,0,0,1
1,3,5/14/14,3710,474,1,0,0,0,1
1,4,5/15/14,3589,491,1,0,0,0,1
1,5,5/16/14,3863,479,1,0,0,0,1
1,6,5/17/14,3785,512,1,0,0,0,1
1,7,5/18/14,0,0,0,0,0,0,1
1,1,5/19/14,5637,608,1,1,0,0,1
1,2,5/20/14,4909,549,1,1,0,0,1
1,3,5/21/14,4298,510,1,1,0,0,1
1,4,5/22/14,3801,481,1,1,0,0,1
1,5,5/23/14,4968,526,1,1,0,0,1
1,6,5/24/14,4574,516,1,0,0,0,1
1,7,5/25/14,0,0,0,0,0,0,1
1,1,5/26/14,3912,494,1,0,0,0,1
1,2,5/27/14,3971,511,1,0,0,0,1
1,3,5/28/14,4616,581,1,0,0,0,1
1,4,5/29/14,0,0,0,0,0,0,1
1,5,5/30/14,5407,628,1,0,0,0,1
1,6,5/31/14,4985,560,1,0,0,0,1
1,7,6/1/14,0,0,0,0,0,0,1
1,1,6/2/14,6071,609,1,1,0,0,1
1,2,6/3/14,5614,593,1,1,0,0,1
1,3,6/4/14,5229,570,1,1,0,0,1
1,4,6/5/14,5278,585,1,1,0,0,1
1,5,6/6/14,4957,575,1,1,0,0,1
1,6,6/7/14,4923,555,1,0,0,0,1
1,7,6/8/14,0,0,0,0,0,0,1
1,1,6/9/14,0,0,0,0,0,0,1
1,2,6/10/14,4607,560,1,0,0,0,1
1,3,6/11/14,4207,535,1,0,0,0,1
1,4,6/12/14,3702,489,1,0,0,0,1
1,5,6/13/14,3901,498,1,0,0,0,1
1,6,6/14/14,4757,562,1,0,0,0,1
1,7,6/15/14,0,0,0,0,0,0,1
1,1,6/16/14,4788,529,1,1,0,0,1
1,2,6/17/14,5770,594,1,1,0,0,1
1,3,6/18/14,5256,567,1,1,0,0,1
1,4,6/19/14,0,0,0,1,0,0,1
1,5,6/20/14,6362,709,1,1,0,0,1
1,6,6/21/14,3982,496,1,0,0,0,1
1,7,6/22/14,0,0,0,0,0,0,1
1,1,6/23/14,3755,456,1,0,0,0,1
1,2,6/24/14,3351,444,1,0,0,0,1
1,3,6/25/14,3727,440,1,0,0,0,1
1,4,6/26/14,2749,368,1,0,0,0,1
1,5,6/27/14,4019,501,1,0,0,0,1
1,6,6/28/14,5162,566,1,0,0,0,1
1,7,6/29/14,0,0,0,0,0,0,1
1,1,6/30/14,5738,641,1,1,0,0,1
1,2,7/1/14,5138,533,1,1,0,0,1
1,3,7/2/14,5161,560,1,1,0,0,1
1,4,7/3/14,4756,514,1,1,0,0,1
1,5,7/4/14,4025,450,1,1,0,0,1
1,6,7/5/14,5176,589,1,0,0,0,1
1,7,7/6/14,0,0,0,0,0,0,1
1,1,7/7/14,4223,505,1,0,0,0,1
1,2,7/8/14,4081,510,1,0,0,0,1
1,3,7/9/14,3547,485,1,0,0,0,1
1,4,7/10/14,3741,472,1,0,0,0,1
1,5,7/11/14,4020,463,1,0,0,0,1
1,6,7/12/14,4409,531,1,0,0,0,1
1,7,7/13/14,0,0,0,0,0,0,1
1,1,7/14/14,5083,532,1,1,0,0,1
